to,from,weight
10040,23178,126
10040,23179,3
10040,23180,18
10040,23183,24
10040,23186,3
10040,23193,3
10040,23194,10
10040,23195,8
10040,23200,6
10040,23206,2
10040,23207,1
10040,23208,4
10040,23209,1
10040,23213,1
10040,23225,1
10040,23226,3
10040,23231,1
10040,23232,2
10040,23238,1
10040,23240,1
10040,23242,1
10040,27374,6
10040,27911,4
10040,30128,1
10040,30211,1
10041,10002,10
10041,10246,1
10041,11453,4
10041,14308,1
10041,20201,10
10042,10002,87
10042,10005,4
10042,10017,17
10042,10040,115
10042,10042,3
10042,10049,24
10042,10122,15
10042,10123,6
10042,10198,2
10042,10206,1
10042,10232,27
10042,10246,2
10042,10250,1
10042,10258,74
10042,10265,1
10042,10266,8
10042,10274,3
10042,10282,3
10042,10292,3
10042,10293,12
10042,10297,39
10042,10309,10
10042,10325,12
10042,10356,2
10042,10357,25
10042,10362,11
10042,10364,23
10042,10367,34
10042,10374,9
10042,10489,5
10042,10593,3
10042,11655,5
10042,12092,1
10042,12813,1
10042,13737,2
10042,13764,1
10042,14270,1
10042,17249,3
10042,18373,2
10042,19929,1
10042,20202,3
10042,20212,3
10042,20324,2
10042,20432,1
10042,20435,3
10042,20494,4
10042,20503,3
10042,20504,1
10042,20507,3
10042,20527,2
10042,20528,6
10042,20529,3
10042,20533,1
10042,20544,14
10042,20545,1
10042,20546,1
10042,20550,1
10042,20554,1
10042,20555,1
10043,10002,3
10043,11130,1
10044,10001,13
10044,10002,14
10044,10005,4
10044,10018,4
10044,10040,4
10044,10049,39
10044,10056,1
10044,10087,4
10044,10182,2
10044,10285,11
10044,10388,21
10044,11244,2
10044,11379,3
10044,11407,1
10044,12092,3
10044,12908,1
10044,13428,5
10044,13713,1
10044,13764,1
10044,14535,1
10044,16822,1
10044,20286,2
10044,20341,3
10044,20416,8
10044,24935,1
10044,26995,1
10044,34847,3
10044,37283,1
10044,37284,1
10044,37286,2
10044,37287,2
10044,37291,2
10044,37292,1
10044,37295,1
10044,37298,2
10044,37299,4
10044,37300,1
10044,37301,1
10044,37302,1
10044,37303,3
10044,37304,1
10044,37310,1
10044,37337,2
10044,37346,4
10044,37347,1
10044,37348,1
10044,37353,1
10044,37354,4
10044,37356,2
10044,37360,4
10044,37361,2
10044,37366,2
10044,37370,2
10044,37371,3
10044,37373,7
10044,37374,1
10044,37377,1
10044,37378,2
10044,37379,1
10044,37380,1
10044,37381,1
10044,37389,1
10044,37392,2
10044,37393,1
10044,37394,1
10044,37395,1
10044,37396,1
10044,37397,1
10044,37398,1
10044,37408,2
10044,37442,1
10045,10002,4
10046,10002,4
10046,10005,4
10047,10002,3
10048,10002,16
10049,10002,66
10049,10017,20
10049,10034,3
10049,10036,14
10049,10037,1
10049,10040,46
10049,10042,4
10049,10049,12
10049,10056,2
10049,10122,9
10049,10125,12
10049,10161,7
10049,10206,3
10049,10232,2
10049,10246,4
10049,10258,51
10049,10274,1
10049,10281,7
10049,10292,1
10049,10293,2
10049,10323,1
10049,10326,346
10049,10359,6
10049,10367,10
10049,11291,1
10049,11583,23
10049,11586,3
10049,11587,23
10049,11590,12
10049,11597,33
10049,11609,3
10049,11634,19
10049,11655,6
10049,11815,10
10049,11850,4
10049,11883,40
10049,11900,1
10049,11921,1
10049,11953,1
10049,12010,2
10049,12092,3
10049,14622,6
10049,16986,1
10049,17043,1
10049,17323,1
10049,20324,1
10049,20494,4
10049,20503,3
10049,20504,1
10049,20535,25
10049,22734,1
10049,25798,2
10049,29353,1
10049,32572,9
10049,32573,14
10049,32574,25
10049,32575,10
10049,32576,4
10049,32577,11
10049,32578,9
10049,32579,10
10049,32580,2
10049,32583,4
10049,32584,5
10049,32587,6
10049,32601,3
10049,32610,1
10049,32618,7
10049,32628,4
10049,32636,28
10049,32638,12
10049,32645,5
10049,32646,4
10049,32656,8
10049,32658,8
10049,32660,2
10049,32661,1
10049,32663,1
10049,32668,2
10049,32669,8
10049,32672,1
10049,32681,1
10049,32682,1
10049,32685,1
10049,32686,4
10049,32687,1
10049,32689,1
10049,32691,1
10049,32695,1
10049,32700,3
10049,32701,1
10049,32703,1
10049,32704,2
10049,32705,1
10049,32713,2
10049,32724,1
10049,32725,1
10049,32726,1
10049,32727,1
10050,10001,5
10050,10002,5
10050,10031,163
10050,10050,25
10050,10061,36
10050,10078,63
10050,10149,7
10050,10150,1114
10050,10175,13
10050,10180,12
10050,10198,42
10050,10210,5
10050,10214,2
10050,10215,561
10050,10238,1
10050,10239,4
10050,10248,2
10050,10250,21
10050,10425,2
10050,10434,2
10050,10600,6
10050,10981,2
10050,10982,41
10050,10983,323
10050,11294,119
10050,11297,5
10050,11298,6
10050,11307,3
10050,11309,14
10050,11310,2
10050,11319,15
10050,11320,5
10050,11329,6
10050,11338,19
10050,11341,4
10050,11388,1
10050,12263,1
10050,12268,6
10050,12309,5
10050,12361,10
10050,12447,2
10050,12508,3
10050,12512,2
10050,13381,4
10050,13541,1
10050,13653,8
10050,13766,1
10050,14155,2
10050,14437,16
10050,14687,3
10050,16278,7
10050,16764,14
10050,16775,1
10050,16788,5
10050,16817,10
10050,16818,2
10050,16823,7
10050,16835,35
10050,16885,1
10050,17127,9
10050,17149,12
10050,17173,13
10050,17198,2
10050,17215,2
10050,17249,2
10050,17282,5
10050,17295,6
10050,17313,6
10050,17319,6
10050,17323,2
10050,17324,6
10050,17436,2
10050,17473,6
10050,17494,4
10050,17497,19
10050,17530,1
10050,17531,3
10050,17666,2
10050,17723,9
10050,17741,3
10050,17967,2
10050,18088,2
10050,18330,2
10050,18626,4
10050,18669,2
10050,18742,1
10050,18838,8
10050,19621,7
10050,23974,6
10050,28781,1
10050,29097,6
10050,30100,1
10050,30103,1
10050,42448,1
10051,10002,3
10051,10063,3
10051,10277,3
10051,10491,2
10051,11597,3
10051,13184,8
10052,10002,12
10052,10003,16
10052,10015,4
10052,10063,7
10052,10084,2
10052,10087,7
10052,10150,2
10052,10198,12
10052,10391,20
10052,10484,6
10052,10525,3
10052,10594,3
10052,10680,12
10052,10991,16
10052,11101,17
10052,11990,3
10052,12725,24
10052,13405,3
10052,14234,196
10052,14247,4
10052,18540,6
10052,22053,3
10052,22075,13
10052,22107,1
10052,22123,6
10053,10002,4
10053,10003,15
10053,10063,8
10053,10427,2
10053,10544,9
10053,10569,3
10053,13589,3
10053,19599,2
10053,26836,3
10053,27247,3
10054,10002,3
10054,11453,2
10055,10002,19
10055,10246,1
10056,10002,3
10056,10036,22
10056,10040,4
10056,10042,1
10056,10044,1
10056,10049,5
10056,10060,1
10056,10063,19
10056,10079,1
10056,10087,8
10056,10116,6
10056,10130,4
10056,10163,10
10056,10177,2
10056,10246,1
10056,10277,8
10056,10292,1
10056,10338,1
10056,10352,2
10056,10367,4
10056,10388,4
10056,10391,7
10056,10399,2
10056,10442,8
10056,10492,25
10056,10524,8
10056,10589,9
10056,10605,2
10056,10723,1
10056,10876,7
10056,11259,1
10056,11316,2
10056,11341,1
10056,11426,1
10056,11427,4
10056,11453,339
10056,11597,7
10056,11647,4
10056,11750,6
10056,11925,3
10056,12092,6
10056,12253,4
10056,12463,1
10056,12645,1
10056,12649,5
10056,13762,1
10056,13804,1
10056,14234,36
10056,14254,1
10056,15291,1
10056,16134,7
10056,18103,4
10056,20051,8
10056,20209,1
10056,21125,2
10056,21142,26
10056,22278,4
10056,24471,2
10056,24578,1
10056,25998,2
10056,26102,2
10056,26722,1
10056,29548,1
10057,10002,6
10057,10034,2
10057,10049,3
10057,10524,4
10057,12065,1
10057,36155,1
10058,10002,3
10058,10040,6
10058,10161,59
10058,10277,3
10058,10524,6
10058,12703,5
10058,16993,6
10058,22700,4
10058,26977,3
10058,39645,3
10059,10002,3
10060,10002,24
10060,10017,2
10060,10035,2
10060,10036,6
10060,10040,28
10060,10049,13
10060,10056,1
10060,10060,1
10060,10064,5
10060,10097,2
10060,10101,1
10060,10123,5
10060,10151,5
10060,10154,1
10060,10166,1
10060,10170,3
10060,10182,2
10060,10198,3
10060,10213,6
10060,10232,6
10060,10246,20
10060,10289,1
10060,10292,6
10060,10324,1
10060,10359,4
10060,10367,5
10060,10379,8
10060,10761,4
10060,10810,1
10060,10999,2
10060,11118,3
10060,11199,2
10060,11284,1
10060,11749,2
10060,11925,1
10060,11929,3
10060,12037,7
10060,12064,1
10060,12258,4
10060,12443,1
10060,13604,1
10060,13737,3
10060,14278,1
10060,14853,1
10060,15971,1
10060,16133,1
10060,16405,3
10060,16805,2
10060,19021,1
10060,20549,2
10060,21473,2
10060,21705,1
10060,21840,6
10060,22362,6
10060,22364,1
10060,22965,2
10060,23134,2
10060,23241,22
10060,25274,2
10060,25278,2
10060,25574,1
10060,29339,1
10060,29342,1
10060,29346,41
10060,29348,1
10060,29352,1
10060,29368,1
10060,29388,1
10060,29397,1
10060,29438,1
10060,29968,4
10060,30020,2
10060,32599,5
10060,33577,4
10060,38328,1
10060,39125,1
10060,42075,5
10060,42076,3
10060,42079,2
10060,42100,2
10060,42104,23
10060,42106,4
10060,42107,20
10060,42108,1
10060,42109,1
10060,42111,12
10060,42113,1
10060,42114,1
10060,42115,1
10060,42117,1
10060,42118,2
10060,42119,1
10060,42121,2
10060,42125,1
10060,42126,4
10060,42128,2
10060,42130,3
10060,42133,1
10060,42136,3
10060,42137,1
10060,42140,3
10060,42142,1
10060,42143,1
10060,42144,1
10060,42147,5
10060,42148,1
10060,42155,1
10060,42156,1
10060,42158,2
10061,10002,5
10061,10023,3
10061,10036,3
10061,10044,1
10061,10087,5
10061,10120,2
10061,10130,3
10061,10163,1
10061,10175,1
10061,10352,5
10061,10491,4
10061,10544,7
10061,11037,4
10061,11321,1
10061,11421,2
10061,11566,6
10061,11597,3
10061,11647,3
10061,12090,5
10061,12672,1
10061,12691,4
10061,12718,1
10061,13414,4
10061,13515,3
10061,14055,2
10061,14234,8
10061,14236,3
10061,16278,4
10061,16516,1
10061,16599,3
10061,18103,2
10061,19621,4
10061,20039,2
10061,20051,2
10061,20201,5
10061,22085,2
10061,22107,2
10061,22965,2
10061,32253,1
10062,10002,4
10062,10475,4
10062,22700,1
10063,10002,26
10063,10003,10
10063,10015,12
10063,10017,4
10063,10031,3
10063,10033,3
10063,10037,6
10063,10040,8
10063,10052,21
10063,10066,4
10063,10094,3
10063,10152,2
10063,10170,3
10063,10182,3
10063,10264,3
10063,10277,8
10063,10352,11
10063,10389,4
10063,10391,60
10063,10475,3
10063,10482,3
10063,10544,8
10063,10561,7
10063,10597,3
10063,10688,4
10063,10690,3
10063,10741,7
10063,11601,6
10063,11642,3
10063,11801,12
10063,11850,4
10063,12726,4
10063,12820,1
10063,13113,3
10063,13405,2
10063,14234,25
10063,14237,6
10063,14255,4
10063,17071,5
10063,20174,4
10063,20201,14
10063,20476,3
10063,22292,3
10063,34570,6
10063,35369,3
10063,35404,4
10063,41220,3
10064,10002,4
10064,10003,8
10064,10040,7
10064,10060,13
10064,10063,67
10064,10064,1
10064,10122,1
10064,10123,1
10064,10128,2
10064,10154,1
10064,10170,3
10064,10182,13
10064,10187,1
10064,10246,2
10064,10275,1
10064,10277,14
10064,10285,11
10064,10326,12
10064,10338,12
10064,10362,2
10064,10391,3
10064,10399,1
10064,10432,1
10064,10493,1
10064,10588,1
10064,10668,1
10064,10722,3
10064,10923,2
10064,10999,3
10064,11120,16
10064,11244,7
10064,12047,4
10064,12065,2
10064,12092,6
10064,12295,3
10064,12963,2
10064,12976,2
10064,14237,6
10064,20513,1
10064,23016,6
10064,23134,7
10064,23241,2
10064,29968,10
10064,32599,7
10064,34328,1
10064,41238,1
10064,42131,2
10064,43993,1
10065,10002,6
10065,10194,24
10066,10002,12
10066,10003,7
10066,10016,1
10066,10036,4
10066,10037,5
10066,10063,4
10066,10135,6
10066,10163,3
10066,10277,11
10066,10389,3
10066,10391,28
10066,10475,5
10066,10482,3
10066,10485,2
10066,10524,4
10066,10544,4
10066,10597,2
10066,10862,4
10066,11158,3
10066,11291,3
10066,11453,2
10066,12122,1
10066,12130,3
10066,12155,4
10066,12221,3
10066,12252,6
10066,12726,4
10066,17071,2
10066,22534,1
10067,10002,15
10067,10063,7
10067,28796,3
10068,10002,4
10068,10082,3
10068,10130,10
10068,10153,7
10068,10275,3
10068,10480,8
10068,10605,3
10068,11037,12
10068,11316,2
10068,11384,2
10068,11418,4
10068,11420,6
10068,11435,2
10068,11453,418
10068,11515,4
10068,12649,2
10068,12778,4
10068,13483,122
10068,14525,2
10068,16134,14
10068,18103,16
10068,19099,4
10068,21142,22
10068,22757,2
10068,43264,3
10069,10002,4
10069,10475,8
10069,10543,2
10069,14690,1
10070,10002,4
10070,26558,2
10071,10002,9
10071,10246,1
10072,10002,4
10072,10003,7
10072,10015,3
10072,10072,6
10072,10163,15
10072,10175,8
10072,10277,3
10072,10326,4
10072,10475,6
10072,10504,3
10072,10544,66
10072,10595,3
10072,12816,3
10072,13276,3
10072,19599,3
10072,19713,3
10073,10002,4
10074,10002,4
10075,10002,11
10075,10246,1
10076,10002,3
10076,10003,4
10076,10084,3
10076,10246,1
10076,10266,28
10076,10277,12
10076,10326,7
10076,10544,7
10076,10569,3
10076,10887,13
10076,11418,3
10076,11626,3
10076,11814,3
10076,16836,1
10076,16905,3
10076,16906,3
10076,18103,11
10076,22965,10
10076,26927,6
10077,10002,6
10077,10040,6
10077,10066,3
10077,11427,8
10077,14234,7
10077,20201,6
10077,22700,4
10078,10002,10
10078,10040,3
10078,10050,110
10078,10078,14
10078,10120,1
10078,10149,2
10078,10150,13
10078,10175,28
10078,10198,4
10078,10210,11
10078,10215,28
10078,10239,13
10078,10249,5
10078,10250,21
10078,10292,1
10078,10434,2
10078,10982,38
10078,10983,8
10078,11319,18
10078,11329,2
10078,11566,4
10078,12309,5
10078,12361,1
10078,12447,2
10078,12508,1
10078,12510,2
10078,12718,8
10078,13541,1
10078,13774,1
10078,13912,28
10078,13913,5
10078,14687,2
10078,16764,7
10078,16788,1
10078,16817,8
10078,16823,6
10078,17282,4
10078,17323,2
10078,17351,4
10078,17497,5
10078,17531,1
10078,18020,2
10078,18088,2
10078,18091,3
10078,18669,1
10078,18733,5
10078,18838,4
10078,24179,1
10078,25496,7
10078,41192,1
10078,42448,1
10078,42476,1
10078,42486,1
10079,10002,4
10079,10040,1
10079,10056,1
10079,10079,2
10079,10084,2
10079,10086,10
10079,10122,2
10079,10130,2
10079,10277,8
10079,10360,2
10079,10367,5
10079,10442,2
10079,10491,39
10079,10605,3
10079,11233,2
10079,11647,4
10079,12092,3
10079,12689,6
10079,12713,1
10079,13302,1
10079,13457,1
10079,22057,2
10079,22477,1
10079,23043,6
10079,35458,1
10080,10002,3
10081,10001,10
10081,10002,34
10081,10014,1
10081,10044,5
10081,10049,9
10081,10050,12
10081,10082,6
10081,10150,11
10081,10215,2
10081,10246,2
10081,10448,1
10081,10802,1
10081,10982,9
10081,11006,1
10081,11233,1
10081,11272,1
10081,11294,21
10081,11298,159
10081,11316,6
10081,11318,3
10081,11328,3
10081,11329,8
10081,11340,3
10081,11341,1
10081,11379,1
10081,11402,10
10081,11471,1
10081,11990,1
10081,12264,2
10081,12268,9
10081,12357,3
10081,12361,2
10081,12669,1
10081,12672,2
10081,12891,1
10081,13456,1
10081,13541,3
10081,13578,1
10081,13770,1
10081,14155,2
10081,14642,1
10081,16788,2
10081,16805,1
10081,16806,2
10081,16818,1
10081,16839,6
10081,16845,15
10081,16863,5
10081,16885,1
10081,17161,1
10081,17173,2
10081,17291,3
10081,17738,11
10081,18838,3
10081,19021,3
10081,19570,1
10081,19621,20
10081,19626,4
10081,23257,3
10081,23344,12
10081,23347,3
10081,27444,1
10081,38640,1
10082,10001,36
10082,10002,15
10082,10017,3
10082,10018,7
10082,10028,3
10082,10040,27
10082,10049,6
10082,10050,87
10082,10078,14
10082,10101,1
10082,10122,2
10082,10150,13
10082,10215,18
10082,10285,10
10082,10286,2
10082,10288,88
10082,10297,36
10082,10367,2
10082,10410,2
10082,10606,1
10082,10868,3
10082,11277,6
10082,11279,2
10082,11285,3
10082,11290,1
10082,11294,133
10082,11297,14
10082,11298,162
10082,11307,3
10082,11309,2
10082,11312,6
10082,11316,9
10082,11318,6
10082,11319,3
10082,11321,2
10082,11327,3
10082,11329,1
10082,11339,1
10082,11344,6
10082,11347,3
10082,11350,3
10082,11355,3
10082,11377,3
10082,11379,5
10082,11395,3
10082,11397,11
10082,11403,2
10082,11404,3
10082,11405,1
10082,11408,2
10082,11437,3
10082,12669,9
10082,13381,2
10082,13635,1
10082,13774,5
10082,14622,3
10082,14623,3
10082,14642,6
10082,16182,5
10082,16764,5
10082,16818,6
10082,16823,1
10082,16825,47
10082,16839,1
10082,16845,6
10082,17173,2
10082,18601,2
10082,19021,2
10082,19175,1
10082,19621,12
10082,19626,3
10082,20470,1
10082,22962,1
10082,23367,8
10082,36774,1
10082,38640,2
10082,44675,3
10083,10002,5
10083,10083,1
10083,10991,15
10083,11472,6
10083,20934,2
10083,23027,3
10083,23037,1
10084,10002,8
10084,10003,18
10084,10040,15
10084,10063,4
10084,10066,3
10084,10079,2
10084,10089,27
10084,10102,3
10084,10163,56
10084,10326,10
10084,10399,1
10084,10491,59
10084,10524,10
10084,10525,4
10084,10561,2
10084,10576,5
10084,10605,7
10084,10622,5
10084,10770,3
10084,11471,4
10084,11597,39
10084,11622,3
10084,11647,63
10084,11671,3
10084,11716,39
10084,11827,3
10084,12239,2
10084,12691,34
10084,12692,3
10084,12697,4
10084,12698,6
10084,12702,50
10084,12703,7
10084,12725,4
10084,12750,5
10084,12754,7
10084,12827,2
10084,12886,3
10084,12940,4
10084,12952,3
10084,12980,4
10084,12984,3
10084,13268,2
10084,13405,1
10084,17080,7
10084,19730,5
10084,20736,3
10084,22684,1
10084,22700,33
10084,22738,12
10084,22768,5
10084,22805,9
10084,22963,3
10084,23043,6
10085,10002,47
10086,10002,18
10086,10079,1
10086,10130,4
10086,10163,10
10086,10277,7
10086,10326,3
10086,10367,1
10086,10480,2
10086,10491,14
10086,10524,2
10086,11232,2
10086,11291,2
10086,11405,1
10086,11597,3
10086,12253,8
10086,14254,1
10086,19737,3
10086,20180,1
10086,20459,1
10086,20985,1
10086,22477,3
10087,10002,8
10087,10005,8
10087,10017,9
10087,10036,3
10087,10040,59
10087,10044,3
10087,10056,3
10087,10087,3
10087,10107,6
10087,10135,3
10087,10175,4
10087,10198,28
10087,11320,8
10087,11430,3
10087,11597,15
10087,13989,3
10087,17464,4
10087,20263,3
10087,20555,3
10087,20582,18
10087,43730,6
10088,10002,12
10088,10005,4
10088,10036,6
10088,10040,24
10088,10042,1
10088,10049,19
10088,10087,4
10088,10198,2
10088,14336,2
10088,37445,2
10089,10002,12
10089,10005,4
10089,10084,7
10089,10086,6
10089,10491,31
10089,11291,2
10089,11453,4
10089,11597,98
10089,11647,92
10089,19730,5
10089,22700,23
10090,10002,4
10090,10005,4
10090,10028,7
10090,10150,23
10090,10225,6
10090,10802,4
10090,11012,2
10090,11341,1
10090,11378,27
10090,44229,2
10091,10002,4
10091,10049,9
10091,10098,55
10091,10326,103
10091,10475,2
10091,11598,18
10091,11620,3
10092,10002,3
10092,10338,1
10092,14234,4
10092,23134,1
10092,30246,1
10093,10002,3
10093,10427,2
10094,10001,1
10094,10002,6
10094,10003,35
10094,10006,6
10094,10015,22
10094,10063,8
10094,10076,1
10094,10163,17
10094,10275,6
10094,10475,12
10094,10544,14
10094,10977,3
10094,11036,1
10094,11092,2
10094,12688,3
10094,12725,1
10094,12728,3
10094,12736,3
10094,12828,1
10094,12843,6
10094,12892,1
10094,12929,3
10094,13043,3
10094,13064,13
10094,13417,3
10094,13419,2
10094,13420,1
10094,13422,1
10094,13441,2
10094,13480,1
10094,13524,2
10094,13554,3
10094,13620,5
10094,14661,1
10094,22716,1
10094,27706,3
10094,27816,2
10094,32442,1
10095,10002,4
10095,10246,1
10096,10002,3
10097,10002,3
10097,10003,7
10097,10040,2
10097,10044,1
10097,10049,3
10097,10122,2
10097,10177,1
10097,10388,1
10097,10414,4
10097,11964,3
10097,11966,3
10097,12092,6
10097,12853,4
10097,16994,1
10097,19715,1
10097,19737,19
10097,20354,8
10097,20397,2
10098,10002,4
10098,10049,10
10098,10091,18
10098,10101,1
10098,10277,51
10098,10326,220
10098,10475,2
10098,10492,3
10098,10524,4
10098,10594,5
10098,11598,18
10098,11634,6
10098,11686,3
10098,11699,3
10099,10002,4
10099,10175,4
10099,10180,4
10099,10215,2
10099,10981,5
10099,10982,1
10099,11294,2
10099,11297,3
10099,12148,3
10099,12983,4
10099,13673,3
10099,13860,14
10099,13912,14
10099,15984,2
10099,16465,12
10099,17194,11
10099,17332,5
10099,17351,1
10099,18744,7
10099,20051,1
10100,10002,3
10101,10002,12
10101,10017,8
10101,10036,9
10101,10040,118
10101,10060,2
10101,10087,4
10101,10098,1
10101,10122,1
10101,10161,166
10101,10182,1
10101,10185,7
10101,10274,6
10101,10359,33
10101,10379,3
10101,10492,3
10101,10780,2
10101,10886,1
10101,11405,1
10101,11559,2
10101,11597,3
10101,11859,6
10101,12092,2
10101,12880,1
10101,13113,12
10101,13435,1
10101,16905,1
10101,16910,1
10101,17101,1
10101,22713,3
10101,29307,1
10101,38680,1
10101,38683,4
10101,38684,5
10101,38691,2
10101,38694,2
10101,38709,1
10101,38710,1
10101,38713,1
10101,38714,1
10101,38719,1
10102,10002,13
10102,10052,3
10102,10084,36
10102,10153,3
10102,10326,4
10102,10391,34
10102,10491,13
10102,10605,5
10102,11293,3
10102,11586,3
10102,11588,9
10102,11597,7
10102,11622,3
10102,11647,19
10102,11648,3
10102,11671,3
10102,11792,12
10102,11814,12
10102,12239,6
10102,12691,4
10102,12706,4
10102,12827,17
10102,14234,38
10102,14236,3
10102,14254,3
10102,16106,2
10102,20736,3
10102,22700,7
10102,22715,3
10102,22805,9
10102,23043,6
10103,10002,4
10103,10052,14
10103,10084,18
10103,10104,4
10103,10163,8
10103,10605,3
10103,11588,4
10103,11591,4
10103,11647,8
10103,12691,2
10103,12750,3
10103,12754,3
10103,12757,3
10103,12833,3
10103,13068,4
10103,13113,3
10103,13184,8
10103,14234,39
10103,20610,8
10104,10002,4
10104,10005,3
10104,10072,3
10104,10163,130
10104,10237,3
10104,10278,19
10104,10412,2
10104,10418,3
10104,10475,39
10104,10605,8
10104,10622,3
10104,11471,1
10104,11879,9
10104,12688,6
10104,12690,25
10104,12691,13
10104,12695,3
10104,12696,9
10104,12702,25
10104,12703,3
